type,objective,rewrite_prompt,explain_prompt
STYLE,prose,Rewrite this text as if it was written as a prose,"Describe the writting style ""prose"" in 40 words"
STYLE,fiction,Rewrite this text as if it was written as a fiction,"Describe the writting style ""fiction"" in 40 words"
STYLE,non-fiction,Rewrite this text as if it was written as a non-fiction,"Describe the writting style ""non-fiction"" in 40 words"
STYLE,memoir,Rewrite this text as if it was written as a memoir,"Describe the writting style ""memoir"" in 40 words"
STYLE,autobiography,Rewrite this text as if it was written as a autobiography,"Describe the writting style ""autobiography"" in 40 words"
STYLE,biography,Rewrite this text as if it was written as a biography,"Describe the writting style ""biography"" in 40 words"
STYLE,travelogue,Rewrite this text as if it was written as a travelogue,"Describe the writting style ""travelogue"" in 40 words"
STYLE,essay,Rewrite this text as if it was written as a essay,"Describe the writting style ""essay"" in 40 words"
STYLE,article,Rewrite this text as if it was written as a article,"Describe the writting style ""article"" in 40 words"
STYLE,review,Rewrite this text as if it was written as a review,"Describe the writting style ""review"" in 40 words"
STYLE,critique,Rewrite this text as if it was written as a critique,"Describe the writting style ""critique"" in 40 words"
STYLE,editorial,Rewrite this text as if it was written as a editorial,"Describe the writting style ""editorial"" in 40 words"
STYLE,feature story,Rewrite this text as if it was written as a feature story,"Describe the writting style ""feature story"" in 40 words"
STYLE,interview,Rewrite this text as if it was written as a interview,"Describe the writting style ""interview"" in 40 words"
STYLE,satire,Rewrite this text as if it was written as a satire,"Describe the writting style ""satire"" in 40 words"
STYLE,comedy,Rewrite this text as if it was written as a comedy,"Describe the writting style ""comedy"" in 40 words"
STYLE,tragedy,Rewrite this text as if it was written as a tragedy,"Describe the writting style ""tragedy"" in 40 words"
STYLE,drama,Rewrite this text as if it was written as a drama,"Describe the writting style ""drama"" in 40 words"
STYLE,screenplay,Rewrite this text as if it was written as a screenplay,"Describe the writting style ""screenplay"" in 40 words"
STYLE,play,Rewrite this text as if it was written as a play,"Describe the writting style ""play"" in 40 words"
STYLE,monologue,Rewrite this text as if it was written as a monologue,"Describe the writting style ""monologue"" in 40 words"
STYLE,soliloquy,Rewrite this text as if it was written as a soliloquy,"Describe the writting style ""soliloquy"" in 40 words"
STYLE,dialogue,Rewrite this text as if it was written as a dialogue,"Describe the writting style ""dialogue"" in 40 words"
STYLE,script,Rewrite this text as if it was written as a script,"Describe the writting style ""script"" in 40 words"
STYLE,libretto,Rewrite this text as if it was written as a libretto,"Describe the writting style ""libretto"" in 40 words"
STYLE,epic poetry,Rewrite this text as if it was written as a epic poetry,"Describe the writting style ""epic poetry"" in 40 words"
STYLE,folk tale,Rewrite this text as if it was written as a folk tale,"Describe the writting style ""folk tale"" in 40 words"
STYLE,legend,Rewrite this text as if it was written as a legend,"Describe the writting style ""legend"" in 40 words"
STYLE,myth,Rewrite this text as if it was written as a myth,"Describe the writting style ""myth"" in 40 words"
STYLE,fable,Rewrite this text as if it was written as a fable,"Describe the writting style ""fable"" in 40 words"
STYLE,fairy tale,Rewrite this text as if it was written as a fairy tale,"Describe the writting style ""fairy tale"" in 40 words"
STYLE,allegory,Rewrite this text as if it was written as a allegory,"Describe the writting style ""allegory"" in 40 words"
STYLE,parable,Rewrite this text as if it was written as a parable,"Describe the writting style ""parable"" in 40 words"
STYLE,tall tale,Rewrite this text as if it was written as a tall tale,"Describe the writting style ""tall tale"" in 40 words"
STYLE,urban legend,Rewrite this text as if it was written as a urban legend,"Describe the writting style ""urban legend"" in 40 words"
STYLE,origin myth,Rewrite this text as if it was written as a origin myth,"Describe the writting style ""origin myth"" in 40 words"
STYLE,creation myth,Rewrite this text as if it was written as a creation myth,"Describe the writting style ""creation myth"" in 40 words"
STYLE,heroic myth,Rewrite this text as if it was written as a heroic myth,"Describe the writting style ""heroic myth"" in 40 words"
STYLE,elegiac poetry,Rewrite this text as if it was written as a elegiac poetry,"Describe the writting style ""elegiac poetry"" in 40 words"
STYLE,narrative verse,Rewrite this text as if it was written as a narrative verse,"Describe the writting style ""narrative verse"" in 40 words"
STYLE,rhapsody,Rewrite this text as if it was written as a rhapsody,"Describe the writting style ""rhapsody"" in 40 words"
STYLE,pastiche,Rewrite this text as if it was written as a pastiche,"Describe the writting style ""pastiche"" in 40 words"
STYLE,homage,Rewrite this text as if it was written as a homage,"Describe the writting style ""homage"" in 40 words"
STYLE,parody,Rewrite this text as if it was written as a parody,"Describe the writting style ""parody"" in 40 words"
STYLE,mock epic,Rewrite this text as if it was written as a mock epic,"Describe the writting style ""mock epic"" in 40 words"
STYLE,allegorical tale,Rewrite this text as if it was written as a allegorical tale,"Describe the writting style ""allegorical tale"" in 40 words"
STYLE,metafiction,Rewrite this text as if it was written as a metafiction,"Describe the writting style ""metafiction"" in 40 words"
STYLE,postcolonial literature,Rewrite this text as if it was written as a postcolonial literature,"Describe the writting style ""postcolonial literature"" in 40 words"
STYLE,magical realism,Rewrite this text as if it was written as a magical realism,"Describe the writting style ""magical realism"" in 40 words"
STYLE,absurdist literature,Rewrite this text as if it was written as a absurdist literature,"Describe the writting style ""absurdist literature"" in 40 words"
STYLE,dystopian fiction,Rewrite this text as if it was written as a dystopian fiction,"Describe the writting style ""dystopian fiction"" in 40 words"
STYLE,utopian fiction,Rewrite this text as if it was written as a utopian fiction,"Describe the writting style ""utopian fiction"" in 40 words"
STYLE,historical fiction,Rewrite this text as if it was written as a historical fiction,"Describe the writting style ""historical fiction"" in 40 words"
STYLE,gothic fiction,Rewrite this text as if it was written as a gothic fiction,"Describe the writting style ""gothic fiction"" in 40 words"
STYLE,bildungsroman,Rewrite this text as if it was written as a bildungsroman,"Describe the writting style ""bildungsroman"" in 40 words"
STYLE,mystery,Rewrite this text as if it was written as a mystery,"Describe the writting style ""mystery"" in 40 words"
STYLE,thriller,Rewrite this text as if it was written as a thriller,"Describe the writting style ""thriller"" in 40 words"
STYLE,detective fiction,Rewrite this text as if it was written as a detective fiction,"Describe the writting style ""detective fiction"" in 40 words"
STYLE,science fiction,Rewrite this text as if it was written as a science fiction,"Describe the writting style ""science fiction"" in 40 words"
STYLE,fantasy,Rewrite this text as if it was written as a fantasy,"Describe the writting style ""fantasy"" in 40 words"
STYLE,horror,Rewrite this text as if it was written as a horror,"Describe the writting style ""horror"" in 40 words"
STYLE,romance,Rewrite this text as if it was written as a romance,"Describe the writting style ""romance"" in 40 words"
STYLE,adventure,Rewrite this text as if it was written as a adventure,"Describe the writting style ""adventure"" in 40 words"
STYLE,western,Rewrite this text as if it was written as a western,"Describe the writting style ""western"" in 40 words"
STYLE,satirical fiction,Rewrite this text as if it was written as a satirical fiction,"Describe the writting style ""satirical fiction"" in 40 words"
STYLE,realistic fiction,Rewrite this text as if it was written as a realistic fiction,"Describe the writting style ""realistic fiction"" in 40 words"
STYLE,experimental fiction,Rewrite this text as if it was written as a experimental fiction,"Describe the writting style ""experimental fiction"" in 40 words"
STYLE,flash fiction,Rewrite this text as if it was written as a flash fiction,"Describe the writting style ""flash fiction"" in 40 words"
STYLE,short story,Rewrite this text as if it was written as a short story,"Describe the writting style ""short story"" in 40 words"
STYLE,novella,Rewrite this text as if it was written as a novella,"Describe the writting style ""novella"" in 40 words"
STYLE,novel,Rewrite this text as if it was written as a novel,"Describe the writting style ""novel"" in 40 words"
STYLE,sea shanty,Rewrite this text as if it was written as a sea shanty,"Describe the writting style ""sea shanty"" in 40 words"
STYLE,narrative,Rewrite this text as if it was written as a narrative,"Describe the writting style ""narrative"" in 40 words"
STYLE,descriptive,Rewrite this text as if it was written as a descriptive,"Describe the writting style ""descriptive"" in 40 words"
STYLE,expository,Rewrite this text as if it was written as a expository,"Describe the writting style ""expository"" in 40 words"
STYLE,persuasive,Rewrite this text as if it was written as a persuasive,"Describe the writting style ""persuasive"" in 40 words"
STYLE,argumentative,Rewrite this text as if it was written as a argumentative,"Describe the writting style ""argumentative"" in 40 words"
STYLE,analytical,Rewrite this text as if it was written as a analytical,"Describe the writting style ""analytical"" in 40 words"
STYLE,reflective,Rewrite this text as if it was written as a reflective,"Describe the writting style ""reflective"" in 40 words"
STYLE,creative,Rewrite this text as if it was written as a creative,"Describe the writting style ""creative"" in 40 words"
STYLE,technical,Rewrite this text as if it was written as a technical,"Describe the writting style ""technical"" in 40 words"
STYLE,academic,Rewrite this text as if it was written as a academic,"Describe the writting style ""academic"" in 40 words"
STYLE,journalistic,Rewrite this text as if it was written as a journalistic,"Describe the writting style ""journalistic"" in 40 words"
STYLE,autobiographical,Rewrite this text as if it was written as a autobiographical,"Describe the writting style ""autobiographical"" in 40 words"
STYLE,biographical,Rewrite this text as if it was written as a biographical,"Describe the writting style ""biographical"" in 40 words"
STYLE,historical,Rewrite this text as if it was written as a historical,"Describe the writting style ""historical"" in 40 words"
STYLE,fictional,Rewrite this text as if it was written as a fictional,"Describe the writting style ""fictional"" in 40 words"
STYLE,non-fictional,Rewrite this text as if it was written as a non-fictional,"Describe the writting style ""non-fictional"" in 40 words"
STYLE,satirical,Rewrite this text as if it was written as a satirical,"Describe the writting style ""satirical"" in 40 words"
STYLE,comedy,Rewrite this text as if it was written as a comedy,"Describe the writting style ""comedy"" in 40 words"
STYLE,tragedy,Rewrite this text as if it was written as a tragedy,"Describe the writting style ""tragedy"" in 40 words"
STYLE,drama,Rewrite this text as if it was written as a drama,"Describe the writting style ""drama"" in 40 words"
STYLE,romance,Rewrite this text as if it was written as a romance,"Describe the writting style ""romance"" in 40 words"
STYLE,mystery,Rewrite this text as if it was written as a mystery,"Describe the writting style ""mystery"" in 40 words"
STYLE,thriller,Rewrite this text as if it was written as a thriller,"Describe the writting style ""thriller"" in 40 words"
STYLE,horror,Rewrite this text as if it was written as a horror,"Describe the writting style ""horror"" in 40 words"
STYLE,fantasy,Rewrite this text as if it was written as a fantasy,"Describe the writting style ""fantasy"" in 40 words"
STYLE,science fiction,Rewrite this text as if it was written as a science fiction,"Describe the writting style ""science fiction"" in 40 words"
STYLE,dystopian,Rewrite this text as if it was written as a dystopian,"Describe the writting style ""dystopian"" in 40 words"
STYLE,utopian,Rewrite this text as if it was written as a utopian,"Describe the writting style ""utopian"" in 40 words"
STYLE,historical fiction,Rewrite this text as if it was written as a historical fiction,"Describe the writting style ""historical fiction"" in 40 words"
STYLE,realistic fiction,Rewrite this text as if it was written as a realistic fiction,"Describe the writting style ""realistic fiction"" in 40 words"
STYLE,gothic fiction,Rewrite this text as if it was written as a gothic fiction,"Describe the writting style ""gothic fiction"" in 40 words"
STYLE,bildungsroman,Rewrite this text as if it was written as a bildungsroman,"Describe the writting style ""bildungsroman"" in 40 words"
STYLE,epistolary,Rewrite this text as if it was written as a epistolary,"Describe the writting style ""epistolary"" in 40 words"
STYLE,stream of consciousness,Rewrite this text as if it was written as a stream of consciousness,"Describe the writting style ""stream of consciousness"" in 40 words"
STYLE,surrealistic,Rewrite this text as if it was written as a surrealistic,"Describe the writting style ""surrealistic"" in 40 words"
STYLE,magical realism,Rewrite this text as if it was written as a magical realism,"Describe the writting style ""magical realism"" in 40 words"
STYLE,metafiction,Rewrite this text as if it was written as a metafiction,"Describe the writting style ""metafiction"" in 40 words"
STYLE,experimental,Rewrite this text as if it was written as a experimental,"Describe the writting style ""experimental"" in 40 words"
STYLE,flash fiction,Rewrite this text as if it was written as a flash fiction,"Describe the writting style ""flash fiction"" in 40 words"
STYLE,short story,Rewrite this text as if it was written as a short story,"Describe the writting style ""short story"" in 40 words"
STYLE,novella,Rewrite this text as if it was written as a novella,"Describe the writting style ""novella"" in 40 words"
STYLE,novel,Rewrite this text as if it was written as a novel,"Describe the writting style ""novel"" in 40 words"
STYLE,prose,Rewrite this text as if it was written as a prose,"Describe the writting style ""prose"" in 40 words"
STYLE,poetry,Rewrite this text as if it was written as a poetry,"Describe the writting style ""poetry"" in 40 words"
STYLE,sonnet,Rewrite this text as if it was written as a sonnet,"Describe the writting style ""sonnet"" in 40 words"
STYLE,haiku,Rewrite this text as if it was written as a haiku,"Describe the writting style ""haiku"" in 40 words"
STYLE,limerick,Rewrite this text as if it was written as a limerick,"Describe the writting style ""limerick"" in 40 words"
STYLE,ballad,Rewrite this text as if it was written as a ballad,"Describe the writting style ""ballad"" in 40 words"
STYLE,epic,Rewrite this text as if it was written as a epic,"Describe the writting style ""epic"" in 40 words"
STYLE,ode,Rewrite this text as if it was written as a ode,"Describe the writting style ""ode"" in 40 words"
STYLE,villanelle,Rewrite this text as if it was written as a villanelle,"Describe the writting style ""villanelle"" in 40 words"
STYLE,free verse,Rewrite this text as if it was written as a free verse,"Describe the writting style ""free verse"" in 40 words"
STYLE,blank verse,Rewrite this text as if it was written as a blank verse,"Describe the writting style ""blank verse"" in 40 words"
STYLE,sestina,Rewrite this text as if it was written as a sestina,"Describe the writting style ""sestina"" in 40 words"
STYLE,ghazal,Rewrite this text as if it was written as a ghazal,"Describe the writting style ""ghazal"" in 40 words"
STYLE,pantoum,Rewrite this text as if it was written as a pantoum,"Describe the writting style ""pantoum"" in 40 words"
STYLE,tanka,Rewrite this text as if it was written as a tanka,"Describe the writting style ""tanka"" in 40 words"
STYLE,acrostic,Rewrite this text as if it was written as a acrostic,"Describe the writting style ""acrostic"" in 40 words"
STYLE,elegy,Rewrite this text as if it was written as a elegy,"Describe the writting style ""elegy"" in 40 words"
STYLE,prose poem,Rewrite this text as if it was written as a prose poem,"Describe the writting style ""prose poem"" in 40 words"
STYLE,concrete poetry,Rewrite this text as if it was written as a concrete poetry,"Describe the writting style ""concrete poetry"" in 40 words"
STYLE,narrative poetry,Rewrite this text as if it was written as a narrative poetry,"Describe the writting style ""narrative poetry"" in 40 words"
STYLE,lyric poetry,Rewrite this text as if it was written as a lyric poetry,"Describe the writting style ""lyric poetry"" in 40 words"
STYLE,satirical poetry,Rewrite this text as if it was written as a satirical poetry,"Describe the writting style ""satirical poetry"" in 40 words"
STYLE,confessional poetry,Rewrite this text as if it was written as a confessional poetry,"Describe the writting style ""confessional poetry"" in 40 words"
STYLE,surrealist poetry,Rewrite this text as if it was written as a surrealist poetry,"Describe the writting style ""surrealist poetry"" in 40 words"
STYLE,modernist poetry,Rewrite this text as if it was written as a modernist poetry,"Describe the writting style ""modernist poetry"" in 40 words"
STYLE,postmodernist poetry,Rewrite this text as if it was written as a postmodernist poetry,"Describe the writting style ""postmodernist poetry"" in 40 words"
STYLE,beat poetry,Rewrite this text as if it was written as a beat poetry,"Describe the writting style ""beat poetry"" in 40 words"
STYLE,slam poetry,Rewrite this text as if it was written as a slam poetry,"Describe the writting style ""slam poetry"" in 40 words"
STYLE,spoken word poetry,Rewrite this text as if it was written as a spoken word poetry,"Describe the writting style ""spoken word poetry"" in 40 words"
STYLE,found poetry,Rewrite this text as if it was written as a found poetry,"Describe the writting style ""found poetry"" in 40 words"
STYLE,epistolary poetry,Rewrite this text as if it was written as a epistolary poetry,"Describe the writting style ""epistolary poetry"" in 40 words"
STYLE,eclogue,Rewrite this text as if it was written as a eclogue,"Describe the writting style ""eclogue"" in 40 words"
STYLE,sapphic stanza,Rewrite this text as if it was written as a sapphic stanza,"Describe the writting style ""sapphic stanza"" in 40 words"
STYLE,terza rima,Rewrite this text as if it was written as a terza rima,"Describe the writting style ""terza rima"" in 40 words"
STYLE,tercet,Rewrite this text as if it was written as a tercet,"Describe the writting style ""tercet"" in 40 words"
STYLE,quatrain,Rewrite this text as if it was written as a quatrain,"Describe the writting style ""quatrain"" in 40 words"
STYLE,quintain,Rewrite this text as if it was written as a quintain,"Describe the writting style ""quintain"" in 40 words"
STYLE,sextain,Rewrite this text as if it was written as a sextain,"Describe the writting style ""sextain"" in 40 words"
STYLE,octave,Rewrite this text as if it was written as a octave,"Describe the writting style ""octave"" in 40 words"
STYLE,envoi,Rewrite this text as if it was written as a envoi,"Describe the writting style ""envoi"" in 40 words"
STYLE,refrain,Rewrite this text as if it was written as a refrain,"Describe the writting style ""refrain"" in 40 words"
STYLE,villancico,Rewrite this text as if it was written as a villancico,"Describe the writting style ""villancico"" in 40 words"
STYLE,canto,Rewrite this text as if it was written as a canto,"Describe the writting style ""canto"" in 40 words"
STYLE,stanza,Rewrite this text as if it was written as a stanza,"Describe the writting style ""stanza"" in 40 words"
STYLE,strophe,Rewrite this text as if it was written as a strophe,"Describe the writting style ""strophe"" in 40 words"
STYLE,verse,Rewrite this text as if it was written as a verse,"Describe the writting style ""verse"" in 40 words"
STYLE,lyricism,Rewrite this text as if it was written as a lyricism,"Describe the writting style ""lyricism"" in 40 words"
STYLE,folk tale,Rewrite this text as if it was written as a folk tale,"Describe the writting style ""folk tale"" in 40 words"
STYLE,legend,Rewrite this text as if it was written as a legend,"Describe the writting style ""legend"" in 40 words"
STYLE,myth,Rewrite this text as if it was written as a myth,"Describe the writting style ""myth"" in 40 words"
STYLE,fable,Rewrite this text as if it was written as a fable,"Describe the writting style ""fable"" in 40 words"
STYLE,fairy tale,Rewrite this text as if it was written as a fairy tale,"Describe the writting style ""fairy tale"" in 40 words"
STYLE,allegory,Rewrite this text as if it was written as a allegory,"Describe the writting style ""allegory"" in 40 words"
STYLE,parable,Rewrite this text as if it was written as a parable,"Describe the writting style ""parable"" in 40 words"
STYLE,tall tale,Rewrite this text as if it was written as a tall tale,"Describe the writting style ""tall tale"" in 40 words"
STYLE,urban legend,Rewrite this text as if it was written as a urban legend,"Describe the writting style ""urban legend"" in 40 words"
STYLE,origin myth,Rewrite this text as if it was written as a origin myth,"Describe the writting style ""origin myth"" in 40 words"
STYLE,creation myth,Rewrite this text as if it was written as a creation myth,"Describe the writting style ""creation myth"" in 40 words"
STYLE,heroic myth,Rewrite this text as if it was written as a heroic myth,"Describe the writting style ""heroic myth"" in 40 words"
STYLE,elegiac poetry,Rewrite this text as if it was written as a elegiac poetry,"Describe the writting style ""elegiac poetry"" in 40 words"
STYLE,narrative verse,Rewrite this text as if it was written as a narrative verse,"Describe the writting style ""narrative verse"" in 40 words"
STYLE,rhapsody,Rewrite this text as if it was written as a rhapsody,"Describe the writting style ""rhapsody"" in 40 words"
STYLE,pastiche,Rewrite this text as if it was written as a pastiche,"Describe the writting style ""pastiche"" in 40 words"
STYLE,homage,Rewrite this text as if it was written as a homage,"Describe the writting style ""homage"" in 40 words"
STYLE,parody,Rewrite this text as if it was written as a parody,"Describe the writting style ""parody"" in 40 words"
STYLE,mock epic,Rewrite this text as if it was written as a mock epic,"Describe the writting style ""mock epic"" in 40 words"
STYLE,allegorical tale,Rewrite this text as if it was written as a allegorical tale,"Describe the writting style ""allegorical tale"" in 40 words"
STYLE,postcolonial literature,Rewrite this text as if it was written as a postcolonial literature,"Describe the writting style ""postcolonial literature"" in 40 words"
STYLE,absurdist literature,Rewrite this text as if it was written as a absurdist literature,"Describe the writting style ""absurdist literature"" in 40 words"
STYLE,satirical fiction,Rewrite this text as if it was written as a satirical fiction,"Describe the writting style ""satirical fiction"" in 40 words"
STYLE,children's literature,Rewrite this text as if it was written as a children's literature,"Describe the writting style ""children's literature"" in 40 words"
STYLE,young adult literature,Rewrite this text as if it was written as a young adult literature,"Describe the writting style ""young adult literature"" in 40 words"
STYLE,middle grade literature,Rewrite this text as if it was written as a middle grade literature,"Describe the writting style ""middle grade literature"" in 40 words"
STYLE,detective fiction,Rewrite this text as if it was written as a detective fiction,"Describe the writting style ""detective fiction"" in 40 words"
STYLE,crime fiction,Rewrite this text as if it was written as a crime fiction,"Describe the writting style ""crime fiction"" in 40 words"
STYLE,legal thriller,Rewrite this text as if it was written as a legal thriller,"Describe the writting style ""legal thriller"" in 40 words"
STYLE,medical thriller,Rewrite this text as if it was written as a medical thriller,"Describe the writting style ""medical thriller"" in 40 words"
STYLE,political thriller,Rewrite this text as if it was written as a political thriller,"Describe the writting style ""political thriller"" in 40 words"
